Id,text,source,title,n_tokens,title_ratio,year,month,has_timestamp
5119,miri folk can now surf the internet for free miri: free internet access at home. it is not a fantasy but a reality made possible by the sarawak government's initiative to nurture a knowledge-based society. sarawak is aiming for a household internet penetration rate of 50 per cent in the next 24 months.,RedNova,Miri Folk Can Now Surf the Internet for Free,53,0.14473684210526316,2007.0,2.0,1
5120,a mansion in spain where mainly evil reigns this would-be thriller shows no fearsome new way of presenting a haunted house and elicits not one palpitation from audiences paying for a few good jolts.,New,A Mansion in Spain Where Mainly Evil Reigns,34,0.21608040201005024,2005.0,1.0,1
5121,best. investments. ever. there's a reason more than 90 million investors choose these vehicles. is it the right one?\,Motley,Best. Investments. Ever.,19,0.2033898305084746,2008.0,2.0,1
5122,five held over 'sectarian' attack police in londonderry question five men in connection with an attack on two men which may have been sectarian.,BBC,Five held over 'sectarian' attack,24,0.22758620689655173,,,0
5123,supreme court to hear pa. death row appeal (ap) ap - the supreme court agreed tuesday to hear a death row appeal from a pennsylvania man who says jurors should have been told they could have sentenced him to prison without parole.,Yahoo,Supreme Court to Hear Pa. Death Row Appeal (AP),42,0.20346320346320346,,,0
5124,"meningitis link to poor housing children in overcrowded housing are up to 10 times more likely to contract meningitis, a report from charity shelter reveals.",BBC,Meningitis link to poor housing,25,0.1962025316455696,2006.0,9.0,1
5125,"rangers back on top after dundee demolition rangers marched back to the top of the scottish premier league after demolishing dundee 3-0 at ibrox overnight. early goals from nacho novo and dado prso effectively finished the game as a contest, with bob",ABC,Rangers back on top after Dundee demolition,42,0.17131474103585656,2004.0,12.0,1
5126,"blanchett bursts on screen in 'aviator' (ap) ap - cate blanchett comes on strong when she first appears as katharine hepburn in martin scorsese's new howard hughes biopic, ""the aviator."" she's talking a mile-a-minute in that hepburn accent.",Yahoo,Blanchett Bursts on Screen in 'Aviator' (AP),38,0.1825726141078838,2004.0,12.0,1
5127,"youtube criticized over neo-nazi clips \ (reuters)\ reuters - video-sharing web site youtube has \ met with harsh criticism in germany for hosting clips that \ incite racial hatred, according to a news report due to be \ broadcast on german public tv late on monday.",Yahoo,"YouTube criticized over Neo-Nazi clips \
    (Reuters)\
",46,0.20973782771535582,2007.0,8.0,1
5128,game creators look to the future developers and game makers are gathering in san francisco to debate the industry's future.,BBC,Game creators look to the future,20,0.25806451612903225,2008.0,2.0,1
5129,"bhutto book release advanced harpercollins will publish âreconciliation: islam, democracy and the west,â by benazir bhutto on feb. 12, six days before pakistanâs postponed parliamentary elections are to take place.",New,Bhutto Book Release Advanced,30,0.12669683257918551,2008.0,1.0,1
5130,"textonomy : semantics based âsense engineâ semantics based search is the flavor of my articles and in this one i’ll be focusing on the textonomy suite of products from crystal semantics, now acquired by the e-advertising firm ad pepper media. \ the company was co-founded by professor david crystal, a world authority in linguistics. the textonomy product has at its heart a [...]",Search,Textonomy : Semantics Based âSense Engineâ,63,0.11948051948051948,2007.0,7.0,1
5131,an ethical desert comment is free: zoe williams: a reality show in which contestants compete for a kidney reminds us tv has one master: money.,Guardian,An ethical desert,25,0.11888111888111888,2007.0,5.0,1
5132,china suffers first defeat at wto china has its first defeat at the world trade organization in a case centred on its limits on foreign-made car parts.,BBC,China suffers first defeat at WTO,27,0.21710526315789475,2008.0,2.0,1
5133,"in congo's capital, informal economy is often the best opportunity kinshasa, congo -- on this day, the first sunny day in a while, omer waka decided to stake it all on bamboo wall calendars, a calculated gamble in a city of hustles.\",Washington,"In Congo's Capital, Informal Economy Is Often the Best Opportunity",42,0.28205128205128205,2006.0,12.0,1
5134,football: blues heap woe on wba birmingham cruise to victory over west brom who will be bottom at christmas.,BBC,Football: Blues heap woe on WBA ,19,0.29357798165137616,,,0
5135,bush: kerry weak on terrorism wilkes-barre - us president george w. bush wooed voters in this key battleground state on friday and unleashed a pack of wolves in a menacing new commercial branding democrat john kerry as weak on terrorism.,News24,Bush: Kerry weak on terrorism,40,0.12184873949579832,,,0
5136,"verisign posts fourth-quarter profit san francisco (reuters) - verisign inc. vrsn.o on wednesday reported a quarterly profit versus a year-ago loss, driven by an investment gain and strong demand for its authentication tools and services for the internet and telecommunications networks.",Reuters,VeriSign Posts Fourth-Quarter Profit,41,0.125,,,0
5137,marlins homer way past expos 8-6 (ap) ap - the florida marlins found an appropriately wild end for their weird stay in chicago.,Yahoo,Marlins Homer Way Past Expos 8-6 (AP),23,0.2890625,,,0
5138,"in new war on pigeons, venice weddings to be rice-free \ (afp)\ afp - venice mayor massimo cacciari wants to step up his war on pigeons, going so far as to outlaw wedding parties from throwing the traditional handful of rice at newlyweds, italian media reported monday.",Yahoo,"In new war on pigeons, Venice weddings to be rice-free \
    (AFP)\
",47,0.2518518518518518,2007.0,9.0,1
5139,"burma on the brink protesters get support from laura bush and jim carrey, but can the world help?",Time,Burma on The Brink,18,0.1836734693877551,2007.0,9.0,1
5140,ohio state suspends starting tailback (ap) ap - ohio state tailback lydell ross was suspended for saturday's game against indiana by coach jim tressel for undisclosed reasons.,Yahoo,Ohio State Suspends Starting Tailback (AP),27,0.23863636363636365,,,0
5141,"indian screen siren found dead in apartment bombay (reuters) - indian actress parveen babi, who played the siren in dozens of bollywood films, was found dead at her home on saturday, a police officer said.",Reuters,Indian Screen Siren Found Dead in Apartment,35,0.2087378640776699,,,0
5142,"crew powers up laboratory at international space station the tin-can-shaped columbus science laboratory, is the newest addition to the international space station and europeâs largest contribution.",New,Crew Powers Up Laboratory at International Space Station,26,0.28,2008.0,2.0,1
5143,"tokyo stocks open higher japan's nikkei average rose 0.67 percent at the opening on monday after crude oil dropped back from record highs above $49 a barrel, encouraging some investors to return to the tokyo stock market in search of bargains.",Reuters,Tokyo Stocks Open Higher,41,0.09836065573770492,2004.0,8.0,1
5144,"world business briefing | europe: belgium: vw to move golf production volkswagen said it would stop production of its golf model at its brussels plant, shocking workers and government leaders who fear more than 3,500 jobs could be lost. the company said it would move all golf production to plants in mã¶sel and wolfsburg in germany as part of plans to cut production in western europe because of falling demand. a vw spokeswoman, evelyne helin, said 1,500 jobs could be salvaged of the 5,300 at the assembly plant.",New,world business BRIEFING | EUROPE: Belgium: VW to Move Golf Production,88,0.13372093023255813,2006.0,11.0,1
5145,"nobel peace prize could go to climate campaigner oslo (reuters) - the 2007 nobel peace prize could go to a climate campaigner such as ex-u.s. vice-president al gore or inuit activist sheila watt-cloutier, reinforcing a view that global warming is a threat to world security, experts say.",Reuters,Nobel Peace Prize could go to climate campaigner,47,0.16666666666666666,2007.0,9.0,1
5146,"spacehab subsidiary hails nasa's themis launch spacehab, incorporated (nasdaq:spab), a leading",RedNova,SPACEHAB Subsidiary Hails NASA's THEMIS Launch,11,0.4842105263157895,2007.0,2.0,1
5147,"spy satellite launched in india india successfully launches an israeli spy satellite, officials at sriharikota space station in southern india say.",BBC,Spy satellite launched in India,21,0.20945945945945946,2008.0,1.0,1
5148,"unicef says child deaths down sharply since 1990 washington (reuters) - global efforts to promote childhood immunization, breast-feeding and anti-malaria measures have helped cut by nearly a quarter the death rate of children under age 5 since 1990, unicef said on wednesday.",Reuters,UNICEF says child deaths down sharply since 1990,42,0.17391304347826086,2007.0,9.0,1
5149,ministers back fluoride in water health secretary alan johnson is to call for fluoride to be added to britain's water supplies.,BBC,Ministers back fluoride in water,21,0.25,2008.0,2.0,1
5150,defrocked irish priest gets one-year suspended sentence : a misdemeanor court convicted a defrocked irish priest for tackling the marathon leader during the olympic race and on monday gave him a one-year suspended sentence.,Hindu,Defrocked Irish priest gets one-year suspended sentence,34,0.24553571428571427,,,0
5151,"lineup in ap basketball poll is unchanged illinois and kansas were 1-2 in the associated press' college basketball poll for a fourth straight week monday, and the 25 teams in the rankings were the same for the third consecutive week.",Washington,Lineup in AP Basketball Poll Is Unchanged,40,0.1752136752136752,,,0
5152,"football: england the example italy should follow in hooliganism fight \ (afp)\ afp - italy should follow england's example as it attempts to deal with football hooliganism after last week's riot in catania, according to an expert on fan culture.",Yahoo,"Football: England the example Italy should follow in hooliganism fight \
    (AFP)\
",40,0.340080971659919,2007.0,2.0,1
5153,san jose mayor asks review of hospital closure mayor ron gonzales has asked state attorney general bill lockyer to review hospital corporation of america's decision to close san jose medical center.,San,SAN JOSE Mayor asks review of hospital closure,31,0.23115577889447236,,,0
5154,"we got out of jail, admits dravid sport: india captain admits his side 'were saved by the weather' as rain intervened to deny england victory in the first test.",Guardian,"We got out of jail, admits Dravid",29,0.20496894409937888,2007.0,7.0,1
5155,keane on assault charge footballer roy keane is due to appear in court charged with assault and criminal damage. the 33-year-old manchester united legend is said to have clashed with a 16-year-old boy near his aâ£1.,ic,Keane on assault charge,36,0.10648148148148148,,,0
5156,"oxy, zarubezhneft bid for bahrain oil search: report manama (reuters) - bahrain has received bids from u.s. firm occidental and russian state-owned zarubezhneft to explore for oil in the kingdom's waters, the gulf daily news reported on thursday.",Reuters,"Oxy, Zarubezhneft bid for Bahrain oil search: report",38,0.21052631578947367,2007.0,9.0,1
5157,"dangerous jobs for india's army of child workers \ (reuters)\ reuters - in the corner of a dark room \ filled with the stench of kerosene, prabhu dayal crouches over \ a fire, his nimble fingers forming glass bangles in the flames.",Yahoo,"Dangerous jobs for India's army of child workers \
    (Reuters)\
",42,0.28448275862068967,2006.0,12.0,1
5158,"ohio club shooter obsessed with band fans of ""dimebag"" darrell abbott sing during a candlelight vigil outside the alrosa villa club in columbus, ohio thursday, dec. 9, 2004.",ABC,Ohio Club Shooter Obsessed With Band,28,0.20689655172413793,2004.0,12.0,1
5159,"report: notre dame contacts meyer utah head coach urban meyer hollers to his team during the first half of a game against utah state in this sept. 18, 2004 file photo in logan, utah.",ABC,Report: Notre Dame Contacts Meyer,34,0.18032786885245902,,,0
5160,risks in fed's deeper interest rate cuts \ (ap)\ ap - lowering interest rates â the federal reserve's tool for bracing the wobbly economy â is not without risk.,Yahoo,"Risks in Fed's deeper interest rate cuts \
    (AP)\
",29,0.32515337423312884,2008.0,1.0,1
5161,"'six killed' in swiss avalanche an avalanche in central switzerland kills at least six people, swiss emergency workers tell local media.",BBC,'Six killed' in Swiss avalanche,21,0.22627737226277372,2007.0,7.0,1
5162,lebanon: terror suspects linked to bombing plot arrested lebanon says it has arrested 10 members of a suspected terror cell who allegedly were planning to bomb foreign diplomatic missions in beirut and to attack coalition forces in iraq.,Voice,Lebanon: Terror Suspects Linked to Bombing Plot Arrested,38,0.23529411764705882,,,0
5163,"mel gibson completes dui probation terms mel gibson completed the probation requirements from his dui arrest, with the judge telling him wednesday: ""now, you're on your own."" \ \ ""good luck to you as you continue on your rehabilitation,"" superior court judge lawrence mira said, according to l...",Topix,Mel Gibson Completes DUI Probation Terms,48,0.13468013468013468,2008.0,2.0,1
5164,"heavy metal guitarist killed in concert shooting description: a gunman charges the stage during a heavy metal concert in columbus, ohio, killing guitarist darrell abbott and three others before being shot to death by police.",NPR,Heavy Metal Guitarist Killed in Concert Shooting,35,0.21333333333333335,2004.0,12.0,1
5165,rooney in title pledge wayne rooney declared manchester united can still win the barclays premiership title after he struck twice to condemn newcastle to a fourth successive defeat.,Glasgow,Rooney in title pledge,28,0.12087912087912088,2004.0,11.0,1
5166,"small school's script tries to transform studies as educators look for ways to move to smaller high schools, manhattan theater lab is starting out with just over 100 freshmen.",New,Small School's Script Tries to Transform Studies,29,0.2727272727272727,,,0
5167,"damien hirst's pharmacy sells for 11.1 million london, england.- damien hirst reaffirmed his position as one of the leading contemporary artists of the 21st century this evening (october 18th, 2004), when all 168 lots of original items from the celebrated pharmacy restaurant sold at sotheby's london",Art,Damien Hirst&#39;s Pharmacy Sells For 11.1 Million,46,0.16611295681063123,,,0
5168,"football action that's worth tackling for anyone wondering what it might be like to bow in a huddle with tom brady, espn nfl 2k5 is the game for you. in the game's first-person mode, players can maraud about while viewing the action from behind a face mask.",Boston,Football action that&#39;s worth tackling,47,0.15891472868217055,,,0
5169,"south asian currency unlikely soon: pakistan pm aziz says (afp) afp - south asia is a long way from launching a common currency but regional central banks could adopt currency swaps to encourage new investment, pakistan's prime minister shaukat aziz has said.",Yahoo,South Asian currency unlikely soon: Pakistan PM Aziz says (AFP),42,0.2423076923076923,,,0
5170,internet dna test kits could land you three years unless you work for uk.gov \ analysis the uk government granted us ownership of our own dna yesterday with the launch of the new human tissue act.â¦ \ \ \,Register,Internet DNA test kits could land you three years,39,0.23786407766990292,2006.0,9.0,1
5171,cody pickett quick learner with 49ers (ap) ap - cody pickett is proving to be a quick learner for the san francisco 49ers.,Yahoo,Cody Pickett Quick Learner With 49ers (AP),23,0.34146341463414637,,,0
5172,"judah folkman, cancer pioneer appreciation: folkman, who died tuesday, cured cancer in the lab and revolutionized treatment of the disease. his colleagues talk about the impact of the man and his research",Time,"Judah Folkman, Cancer Pioneer",32,0.14146341463414633,2008.0,1.0,1
5173,"bank of america to cut 4,500 jobs nationally bank of america corp., which employs about 700 people in the nashville area, plans to cut about 2.5 percent, or 4,500 jobs, from its work force nationally.",Nashville,"Bank of America to cut 4,500 jobs nationally",35,0.21890547263681592,,,0
5174,"blair eyes âfull 3rd termâ london: british prime minister tony blair was recovering friday from surgery to correct an irregular heartbeat, a day after revealing that he intends to serve a full third term if re-elected.",Daily,Blair eyes âfull 3rd termâ,36,0.13452914798206278,,,0
5175,"different approach urged on breast cancer in elderly boston elderly women in treatment for early-stage breast cancer may safely forgo radiation therapy - which is expensive, inconvenient and often difficult - without substantially increasing the prospects for the return of the disease, researchers reported",International,Different approach urged on breast cancer in elderly,44,0.16883116883116883,,,0
5176,berti vogts quits as scotland manager berti vogts resigned as scotland's soccer manager on monday with his team standing virtually no chance of qualifying for the 2006 world cup.,FOX,Berti Vogts quits as Scotland manager,29,0.20670391061452514,,,0
5177,"report: sudan's kids still in danger \ (ap)\ ap - children in sudan are still being recruited to fight and suffer a wide range of abuse from killings and abductions to rape and sexual violence, especially in darfur, according to a new u.n. report.",Yahoo,"Report: Sudan's kids still in danger \
    (AP)\
",44,0.1975806451612903,2007.0,9.0,1
5178,zimbabwe new farmers to lose aid zimbabwe's government says it intends to end state subsidies for black-owned commercial farms.,BBC,Zimbabwe new farmers to lose aid,19,0.25,2007.0,3.0,1
5179,"18-year-old qualifier upsets blake kei nishikori became the first japanese man to win an atp title in 16 years by upsetting top-seeded james blake, 3-6, 6-1, 6-4, on sunday in the international tennis championships final.",Boston,18-Year-Old Qualifier Upsets Blake,35,0.15315315315315314,2008.0,2.0,1
5180,sainsbury's sees big fall in earnings (ap) ap - troubled supermarket group j sainsbury plc said wednesday that costs linked to changes in its supply chain contributed to an 88 percent fall in net profit in the first half of its fiscal year.,Yahoo,Sainsbury's Sees Big Fall in Earnings (AP),43,0.17427385892116182,,,0
5181,"us soccer battling through qualifying winning at home and tying on the road is the proven formula for success in world cup qualifying, but the manner by which the us team has compiled two ties and a victory",USA,US soccer battling through qualifying,38,0.178743961352657,,,0
5182,chinese retailer gome to sell dell pcs dell joins its competitors on the shelves of the biggest chinese electronics retailer.\ \ \,PCWorld,Chinese Retailer Gome to Sell Dell PCs,22,0.2900763358778626,2007.0,9.0,1
5183,arch lit in pink for breast cancer awareness st. louis the gateway arch in st. louis has gotten a new look -- at least temporarily. the 630-foot arch was lit in pink monday evening in recognition of breast cancer awareness month.,KAIT,Arch lit in pink for breast cancer awareness,41,0.19130434782608696,2004.0,10.0,1
5184,"kerry battling bush on health care plan (ap) ap - sen. john kerry took on president bush's health care proposals thursday in his first major speech since losing to bush in november, saying the plans won't meet the needs of children and low-income families who don't have health coverage.",Yahoo,Kerry Battling Bush on Health Care Plan (AP),49,0.1527777777777778,2005.0,1.0,1
5185,"twelve titles are up for grabs in sectional basketball two weeks of preliminaries, first - round games, blowouts, and overtime thrillers come down to this: it's time to hand out the trophies.",New,Twelve titles are up for grabs in sectional basketball,32,0.28125,2007.0,3.0,1
5186,"jens christensen appointed chief financial officer of stream communications warsaw, poland, sept. 13 /prnewswire-firstcall/ -- stream communications network & media inc.",RedNova,Jens Christensen Appointed Chief Financial Officer of Stream Communications,21,0.4411764705882353,2006.0,9.0,1
5187,wireless: will google take the mobile world of jaiku onto the web? \n,International,Wireless: Will Google take the mobile world of Jaiku onto the Web?,13,0.9428571428571428,2007.0,10.0,1
5188,appeal in misbah case adjourned a court in pakistan adjourns a hearing into an appeal by the father of 12-year-old misbah rana.,BBC,Appeal in Misbah case adjourned,22,0.2421875,2006.0,12.0,1
5189,"pork barrel or veggie bin? \ (ap)\ ap - earmarks are only pork when someone else is feasting on them. on your plate, they're veggies.",Yahoo,"Pork barrel or veggie bin? \
    (AP)\
",25,0.291044776119403,2008.0,2.0,1
5190,"indian tech city turns to microsoft (ap) ap - microsoft corp. won a battle against open source software supporters in india's technology hub of bangalore, with local authorities choosing its software for networking the state's utilities and services.",Yahoo,Indian Tech City Turns to Microsoft (AP),38,0.1593625498007968,,,0
5191,"rural towns struggle in two-speed britain \ (reuters)\ reuters - ""i don't want to stay here for \ the rest of my life,"" says 17-year-old student jenny sharp in \ the quiet heart of british midlands market town melton mowbray.",Yahoo,"Rural towns struggle in two-speed Britain \
    (Reuters)\
",40,0.2610619469026549,2007.0,7.0,1
5192,"bank of england voted 7-2 to hike rates to 5.00 percent \ (afp)\ afp - bank of england policymakers voted by 7-2 to raise british interest rates by a quarter of a percentage point to a five-year peak of 5.00 percent, minutes of their most recent meeting have shown.",Yahoo,"Bank of England voted 7-2 to hike rates to 5.00 percent \
    (AFP)\
",49,0.2593984962406015,2006.0,11.0,1
5193,hip-hop star denies gun charges us rap star the game pleads not guilty to pulling a gun during a basketball game at a school.,BBC,Hip-hop star denies gun charges,24,0.24603174603174602,2007.0,9.0,1
5194,"marion jones given six months in prison white plains, new york (reuters) - disgraced sprinter marion jones was sentenced to six months in prison on friday for lying to federal prosecutors about her steroid use, a stunning downfall for the five-time olympic medalist.",Reuters,Marion Jones given six months in prison,43,0.14606741573033707,2008.0,1.0,1
5195,"skype outage cuts off communication; company won't comment a major outage is affecting many skype users' ability to log on to the network and send ims. the company is mum, but some pin the blame on a series of microsoft updates released yesterday. \ \",Wired,Skype Outage Cuts Off Communication; Company Won't Comment,45,0.23015873015873015,2007.0,8.0,1
5196,"transmeta begins limited production of 90nm efficeon, lowers ... as the company lowered its guidance by about $2 million, transmeta corp. revealed today that limited production shipments of its tm8800 series efficeon processors began earlier this month.",Electronic,"Transmeta Begins Limited Production of 90nm Efficeon, Lowers <b>...</b>",37,0.2795275590551181,2004.0,9.0,1
5197,"agassi ousts sargsian, faces federer in open quarterfinals; henman ... andre agassi tried to get this over in a hurry. he wanted a fast day at the us open, just like roger federer. agassi made short work of marathon man sargis sargsian on labor day, sweeping out his longtime",San,"Agassi ousts Sargsian, faces Federer in Open quarterfinals; Henman <b>...</b>",49,0.27898550724637683,2004.0,9.0,1
5198,sharon plan 'blocked peace talks' a top israeli official says the significance of withdrawing from gaza is to stop a political settlement with palestinians.,BBC,Sharon plan 'blocked peace talks',24,0.21019108280254778,,,0
5199,chaplain in spy case honorably discharged (ap) ap - a muslim chaplain imprisoned for 76 days as part of an espionage investigation by the government has received an honorable discharge from the army.,Yahoo,Chaplain in Spy Case Honorably Discharged (AP),33,0.23,,,0
5200,"mccain, clintons focus on n.h. \ (ap)\ ap - republican john mccain, his campaign reeling from staff departures and money woes, accused democratic presidential candidates of advocating a perilous iraq policy and singled out hillary rodham clinton as she and her husband courted voters elsewhere in new hampshire.",Yahoo,"McCain, Clintons focus on N.H. \
    (AP)\
",48,0.13782051282051283,2007.0,7.0,1
5201,"beckham, galaxy to face hollywood stars \ (ap)\ ap - david beckham is expected to make his final appearance of the year for the los angeles galaxy against a team with quite a different set of stars â from hollywood.",Yahoo,"Beckham, Galaxy to face Hollywood stars \
    (AP)\
",40,0.23963133640552994,2007.0,10.0,1
5202,venus wallops her way into wimbledon final london (reuters) - venus williams walloped and screamed her way into her sixth wimbledon final with a 6-2 6-4 victory over serbian teenager ana ivanovic on friday.,Reuters,Venus wallops her way into Wimbledon final,34,0.2028985507246377,2007.0,7.0,1
5203,"sunday rains keep gunflint trail fires at bay: weather:forecasts for damp, cool weather have fire officials hopeful that the redeye lake and famine lake fires won't grow beyond their current boundaries. by john myers, duluth news-tribune, minn. sep. 18--a steady drizzle and high humidity sunday continued to keep two gunflint trail area wildfires from growing, and fire officials are hoping for more of the same.",RedNova,"Sunday Rains Keep Gunflint Trail Fires at Bay: WEATHER:Forecasts for Damp, Cool Weather Have Fire Officials Hopeful That the Redeye Lake and Famine Lake Fires Won't Grow Beyond Their Current Boundaries.",65,0.48792270531400966,2006.0,9.0,1
5204,israel raids gaza camp israeli troops and armoured vehicles have raided a palestinan refugee camp in the southern gaza strip in what the army called an operation to halt mortar bomb and rocket attacks on jewish settlements.,L'express.mu,Israel raids Gaza camp,37,0.09821428571428571,,,0
5205,"last man standing and lo, the hawk begat the dove. at least that is how one imagines private eye might soon be recording the remarkable events unfolding in gaza in the book of sharon, its inimitable account of the travails of the modern holy land.",Telegraph.co.uk,Last man standing,45,0.06854838709677419,,,0
5206,the baggage they carry will pro-war stances hurt the gop hopefuls for '08?\,Newsweek,The Baggage They Carry,13,0.2894736842105263,2007.0,1.0,1
5207,"opec seeks to quell doubts over oil cut (reuters) reuters - opec oil producers on saturday said they\ had already moved to rein in excess supply, a day after doubts\ over the group's resolve to cut sent prices into a tailspin.",Yahoo,OPEC Seeks to Quell Doubts Over Oil Cut (Reuters),41,0.21585903083700442,,,0
5208,"turkish army sends soldiers into iraq \ (ap)\ ap - the turkish army sent soldiers about 1.5 miles into northern iraq in an overnight operation on tuesday, kurdish officials said. a turkish official said the troops were still in iraq by midmorning.",Yahoo,"Turkish army sends soldiers into Iraq \
    (AP)\
",42,0.20161290322580644,2007.0,12.0,1
5209,salmond to address party members first minister alex salmond will make the most high profile conference speech of his political career.,BBC,Salmond to address party members,21,0.23529411764705882,2007.0,10.0,1
5210,"remember the holocaust without hate: britain's chief rabbi (afp) afp - as the world marks the liberation 60 years ago of the nazi death camp at auschwitz today, britain's chief rabbi made a plea to remember the holocaust and its lessons without hate.",Yahoo,Remember the Holocaust without hate: Britain's chief rabbi (AFP),43,0.2549800796812749,2005.0,1.0,1
5211,"here comes comedyâs everyman steve carell is getting a little tired of being called ânice.â alas, nice happens to be the most common adjective used to describe this comic actor with a serious side.",New,Here Comes Comedyâs Everyman,34,0.14705882352941177,2007.0,9.0,1
5212,cricket: england facing rain delay play due to begin at 1040 gmt after an early lunch on the second day of the fourth test in johannesburg.,BBC,Cricket: England facing rain delay,26,0.24285714285714285,2005.0,1.0,1
5213,"kerik made millions from agency contractor (ap) ap - bernard kerik, president bush's choice to run the homeland security department, made $6.2 million by exercising stock options he received from a company that sold stun guns to the department — and seeks more business with it.",Yahoo,Kerik Made Millions From Agency Contractor (AP),46,0.16845878136200718,,,0
5214,"checkups key to success of obesity surgery new york (reuters health) - seriously overweight people who undergo gastric bypass surgery to shed pounds should try to make as many scheduled post-op doctors appointments as possible, according to a new study. it shows that follow-up care is a key component of the long-term success of the weight-loss surgery.",Reuters,Checkups key to success of obesity surgery,57,0.11830985915492957,2007.0,6.0,1
5215,sinn fein chiefs in talks with pm sinn fein leaders were in downing street as efforts to revive power-sharing in northern ireland reached a critical stage.,Topix.Net,Sinn Fein chiefs in talks with PM,26,0.21153846153846154,2004.0,11.0,1
5216,fox blurs cartoon rear end on fcc worries (ap) ap - fox says it covered up the naked rear end of a cartoon character recently because of nervousness over what the federal communications commission will find objectionable.,Yahoo,Fox Blurs Cartoon Rear End on FCC Worries (AP),37,0.2072072072072072,,,0
5217,education official to oversee data a new position overseeing nothing but test scores and data has been created in the state office of education. the new associate superintendent's job was awarded to state testing director judy park.,RedNova,Education Official to Oversee Data,37,0.1459227467811159,2007.0,6.0,1
5218,"ivory coast crisis brightens coffee traders' prospects bangalore: as a fallout of the turmoil in the ivory coast, a french coffee roastersâ team will be visiting india soon. the 13-member delegation, led by french roasters association general secretary florence",Economic,Ivory Coast crisis brightens coffee traders&#39; prospects,39,0.2196969696969697,,,0
5219,"stocks up on caterpillar, oil companies stocks staged a late rally on tuesday after caterpillar inc. (cat.n: quote, profile, research) , the world's largest maker of heavy equipment, raised its revenue outlook",Reuters,"Stocks Up on Caterpillar, Oil Companies",32,0.18571428571428572,,,0
5220,"champagne corks pop in manila in echo of marcos era manila (reuters) - on saturday nights, manila's urban elite throng the invitation-only vvip room at embassy nightclub, where foie gras and a flute of champagne are the de rigeur accompaniments to checking out the dance floor.",Reuters,Champagne corks pop in Manila in echo of Marcos era,46,0.18345323741007194,2007.0,3.0,1
5221,"running extra mile sets humans apart in primates' world if walking upright first set early human ancestors apart from their ape cousins, it may have been their eventual ability to run long distances with a springing step over the african savanna",New,Running Extra Mile Sets Humans Apart in Primates&#39; World,41,0.23983739837398374,2004.0,11.0,1
5222,report eyes alaska ship navigator,Time,Report Eyes Alaska Ship Navigator,5,0.9705882352941176,2007.0,12.0,1
5223,"spacewalkers set out to free station's jammed wing cape canaveral, florida (reuters) - space shuttle \ astronauts left their ship for a fourth spacewalk on monday in \ a last-ditch effort to free a jammed solar wing panel on the \ international space station and complete every job nasa wanted \ for its final flight of the year.",Reuters,Spacewalkers set out to free station's jammed wing,58,0.15151515151515152,2006.0,12.0,1
5224,"battleground dispatches for oct. 6 \ (cqpolitics.com)\ cqpolitics.com - here are today's battleground dispatches ã¢ââ a roundup of what is going on right now in the year's hottest races, based on reports from local and national media.",Yahoo,"Battleground Dispatches for Oct. 6 \
    (CQPolitics.com)\
",37,0.2489451476793249,2006.0,10.0,1
5225,carphone leads london turnround \ (ft.com)\ ft.com - carphone warehouse spearheaded the advance in which the ftse 100 bounced back from a 150-point loss to close higher on thursday.,Yahoo,"Carphone leads London turnround \
    (FT.com)\
",29,0.26373626373626374,2008.0,2.0,1
5226,"the dangers of discarding value once you leave the value flock, your performance is likely to suffer.\",Motley,The Dangers of Discarding Value,17,0.30097087378640774,2007.0,6.0,1
5227,apple manages options probe damage \ (reuters)\ reuters - apple computer inc.'s board \ cleared chief executive steve jobs this week of any misconduct \ over stock options accounting problems and wall street cheered \ him for taking broad responsibility.,Yahoo,"Apple manages options probe damage \
    (Reuters)\
",40,0.20392156862745098,2006.0,10.0,1
5228,"microsoft, cisco to share network security technologies the goal is a ""single, coordinated solution"" that enables network administrators to control both windows installations and cisco network architecture, the two tech giants said.",TechNewsWorld,"Microsoft, Cisco To Share Network Security Technologies",32,0.23605150214592274,2004.0,10.0,1
5229,"whale 'missing link' discovered the whale is descended from a deer-like animal that lived 48 million years ago, according to fossil evidence.",BBC,Whale 'missing link' discovered,22,0.21830985915492956,2007.0,12.0,1
5230,george carlin enters re-hab the 67-year-old comic said he's going into rehab because he uses too much wine and vicodin. he says he recognized the problem on his own and decided it was something he needed to do.,WDRB,George Carlin Enters Re-Hab,38,0.12796208530805686,2004.0,12.0,1
5231,"rank to consider all options on deluxe leisure firm rank group will look at all options on the future of its deluxe film and video processing business, including a demerger and sale, its chief executive says.",Reuters,Rank to consider all options on Deluxe,36,0.18181818181818182,,,0
5232,"update 5: euro reaches new high against us dollar the us dollar fell to another new low against the euro friday, pushing the european currency higher than $1.34 after us employment data came in weaker than expected.",Forbes,Update 5: Euro Reaches New High Against US Dollar,37,0.22685185185185186,,,0
5233,"his holiness karekin ii departs for pontifical visit to the ukraine press release mother see of holy etchmiadzin, information services address: vagharshapat, republic of armenia contact: rev.",Topix.Net,His Holiness Karekin II Departs for Pontifical Visit to the Ukraine,27,0.3489583333333333,,,0
5234,addenda accounts.,New,Addenda,2,0.3888888888888889,2006.0,9.0,1
