Id,source,title,article,page_rank,timestamp,label,text,n_tokens,title_len,article_len,title_ratio,y_true,y_pred,fold
15545,Reuters,U.S. likely to keep control of Internet name system, WASHINGTON (Reuters) - A U.S. State Department official on   Wednesday said that the United States should retain control of   the Internet domain naming system and not relinquish it at the   end of September when the current agreement ends.,5,2006-09-14 02:12:43,0,u.s. likely to keep control of internet name system  washington (reuters) - a u.s. state department official on   wednesday said that the united states should retain control of   the internet domain naming system and not relinquish it at the   end of september when the current agreement ends.,38,51,241,0.21074380165289255,0,2,2
15554,New,New Lava Has Pushed Through to Surface of Mount St. Helens,Lava has appeared around the crater the first time since Mount St. Helens awoke three weeks ago with bursts of ash and steam.,5,0000-00-00 00:00:00,2,new lava has pushed through to surface of mount st. helens lava has appeared around the crater the first time since mount st. helens awoke three weeks ago with bursts of ash and steam.,23,58,125,0.4603174603174603,2,0,2
15565,New,Music Chief at EMI to Join Sony Venture,Martin Bandier will take the reins of the music-publishing unit at the rival Sony Corporation after his EMI contract expires at the end of next month.,5,2007-02-28 04:10:14,1,music chief at emi to join sony venture martin bandier will take the reins of the music-publishing unit at the rival sony corporation after his emi contract expires at the end of next month.,26,39,150,0.2582781456953642,1,3,2
15587,ic,Want to get fit? Here&#39;s how to achieve your goal,"Gained a few pounds as a result of Christmas Day lunch and chocolates on Boxing Day? If you&#39;re thinking of dusting off your gym membership card for some post-yuletide exercise, you won&#39;t be alone.",5,0000-00-00 00:00:00,6,"want to get fit? here&#39;s how to achieve your goal gained a few pounds as a result of christmas day lunch and chocolates on boxing day? if you&#39;re thinking of dusting off your gym membership card for some post-yuletide exercise, you won&#39;t be alone.",34,52,204,0.25365853658536586,6,1,2
15613,BBC,Crisis talks on jail overcrowding,Prison officials and Home Secretary John Reid will meet to draw up plans to deal with prison overcrowding.,5,2006-10-05 06:17:19,0,crisis talks on jail overcrowding prison officials and home secretary john reid will meet to draw up plans to deal with prison overcrowding.,18,33,106,0.308411214953271,0,5,2
15620,Yahoo,Tokyo Stocks Seen Opening Down (Reuters),"Reuters - Japanese stocks will probably open lower\
on Monday following a further decline in U.S. markets, with\
investors wary about company earnings, in particular those of\
technology firms.",5,0000-00-00 00:00:00,0,"tokyo stocks seen opening down (reuters) reuters - japanese stocks will probably open lower\
on monday following a further decline in u.s. markets, with\
investors wary about company earnings, in particular those of\
technology firms.",29,40,193,0.20618556701030927,0,1,2
15655,Yahoo,"Elephant herds found on isolated south Sudan island \
    (Reuters)\
","Reuters - International wildlife experts have \
located hundreds of wild elephants on a treeless island in the \
swamps of south Sudan, where they apparently avoided unchecked \
hunting during more than 20 years of war.",5,2007-05-28 16:31:18,2,"elephant herds found on isolated south sudan island \
    (reuters)\
 reuters - international wildlife experts have \
located hundreds of wild elephants on a treeless island in the \
swamps of south sudan, where they apparently avoided unchecked \
hunting during more than 20 years of war.",37,69,219,0.31363636363636366,2,0,2
15687,Newsday,BlackBerry 7100t and SureType,The smart phone market will grow more crowded Wednesday with the debut of two devices directed at opposite ends of the customer spectrum: a BlackBerry for consumers with a newfangled keyboard and a Nokia phone-organizer for mobile business professionals.,5,0000-00-00 00:00:00,2,blackberry 7100t and suretype the smart phone market will grow more crowded wednesday with the debut of two devices directed at opposite ends of the customer spectrum: a blackberry for consumers with a newfangled keyboard and a nokia phone-organizer for mobile business professionals.,39,29,254,0.11372549019607843,2,1,2
15710,New,The Media Equation: A ÂCivil WarÂ Puts Words on Trial,"The willingness to use the term now to describe the conflict in Iraq is less a brave declaration than a wet, sensitive finger in the wind.",5,2006-12-04 06:33:07,1,"the media equation: a âcivil warâ puts words on trial the willingness to use the term now to describe the conflict in iraq is less a brave declaration than a wet, sensitive finger in the wind.",26,55,138,0.39568345323741005,1,0,2
15733,Bloomberg,"Landslides, Floods in China&#39;s Southwest Kill 79, AFP Reports","A storm in China&#39;s southwest has left at least 79 people dead and 74 missing after heavy rain caused bridges to collapse and triggered floods and landslides, Agence France-Presse said, citing disaster relief workers.",5,0000-00-00 00:00:00,5,"landslides, floods in china&#39;s southwest kill 79, afp reports a storm in china&#39;s southwest has left at least 79 people dead and 74 missing after heavy rain caused bridges to collapse and triggered floods and landslides, agence france-presse said, citing disaster relief workers.",34,64,220,0.2895927601809955,5,3,2
15754,Reuters,Paris Hilton starts serving jail term: lawyer,"LOS ANGELES (Reuters) - Admitting she was frightened, heiress Paris Hilton traded in her Guccis and designer clothes for jail garb on Sunday night as she began serving a 23-day sentence in Los Angeles for violating probation, her attorney said on Sunday.",5,2007-06-04 17:27:53,5,"paris hilton starts serving jail term: lawyer los angeles (reuters) - admitting she was frightened, heiress paris hilton traded in her guccis and designer clothes for jail garb on sunday night as she began serving a 23-day sentence in los angeles for violating probation, her attorney said on sunday.",42,45,254,0.17647058823529413,5,3,2
15765,BBC,Punters stop backing Winehouse,"Amy Winehouse is no longer favourite to win the Mercury Music Prize next week, according to bookmakers.",5,2007-08-31 20:03:25,3,"punters stop backing winehouse amy winehouse is no longer favourite to win the mercury music prize next week, according to bookmakers.",17,30,103,0.28846153846153844,3,0,2
15790,U.TV,Fans dismayed by Glazer moves,Fans who railed against the prospect of Glazer taking a controlling interest in United were lifted on Thursday when it emerged his plans for an outright takeover had collapsed as Manchester United`s majority shareholders John Magnier and JP McManus opted ,5,0000-00-00 00:00:00,3,fans dismayed by glazer moves fans who railed against the prospect of glazer taking a controlling interest in united were lifted on thursday when it emerged his plans for an outright takeover had collapsed as manchester united`s majority shareholders john magnier and jp mcmanus opted ,40,29,255,0.11328125,3,4,2
15799,Slashdot,President Bush&#39;s Money For Space Cometh,"citanon writes &quot; The Washington Post reports that House Majority Leader Tom Delay has delivered, via the omnibus spending bill passed Nov. 20, the President&#39;s full budgetary request of $16.2 billion dollars ",5,2004-12-06 20:03:24,2,"president bush&#39;s money for space cometh citanon writes &quot; the washington post reports that house majority leader tom delay has delivered, via the omnibus spending bill passed nov. 20, the president&#39;s full budgetary request of $16.2 billion dollars ",32,43,216,0.19815668202764977,2,5,2
15800,BBC,Football: Madrid beat Sociedad,Zinedine Zidane's late penalty gives new coach Wanderley Luxemburgo a winning start to his Real Madrid career.,5,0000-00-00 00:00:00,0,football: madrid beat sociedad zinedine zidane's late penalty gives new coach wanderley luxemburgo a winning start to his real madrid career.,17,30,110,0.2702702702702703,0,5,2
15826,Newsday,LI students win at top science competition,"A 40-minute schlep by rail and car separates the homes of science prizewinners Jessica Fields, 17, of Jericho, and Taylor Bernheim, 16, of Holliswood, Queens.",5,2004-12-07 01:53:33,2,"li students win at top science competition a 40-minute schlep by rail and car separates the homes of science prizewinners jessica fields, 17, of jericho, and taylor bernheim, 16, of holliswood, queens.",25,42,158,0.2641509433962264,2,5,2
15840,Hi,Islamabad backs Kofi Annan,"ISLAMABAD: Pakistan has lent its full support to United Nations Secretary General, Kofi Annan and wishes to see him complete his remaining tenure in office.",5,0000-00-00 00:00:00,5,"islamabad backs kofi annan islamabad: pakistan has lent its full support to united nations secretary general, kofi annan and wishes to see him complete his remaining tenure in office.",25,26,156,0.16560509554140126,5,0,2
15864,Boston,World leaders find new agenda at Davos,"DAVOS, Switzerland -- Captains of industry, heads of state, central bankers, and economists gather every year in this swank ski resort to contemplate the Phillips curve, exchange rates, and business cycles. The discussion is frequently as dry as the alpine powder or a 2000 Bordeaux.",5,2005-01-30 15:52:18,0,"world leaders find new agenda at davos davos, switzerland -- captains of industry, heads of state, central bankers, and economists gather every year in this swank ski resort to contemplate the phillips curve, exchange rates, and business cycles. the discussion is frequently as dry as the alpine powder or a 2000 bordeaux.",45,38,283,0.13380281690140844,0,1,2
15898,Washington,"An Easier, but Less Deadly, Recipe for Terror","Because of widespread availability of raw materials for chemical terrorism, many experts believe the odds for a chemical attack are relatively high, compared with biological or nuclear terrorism.",5,0000-00-00 00:00:00,0,"an easier, but less deadly, recipe for terror because of widespread availability of raw materials for chemical terrorism, many experts believe the odds for a chemical attack are relatively high, compared with biological or nuclear terrorism.",28,45,195,0.22959183673469388,0,6,2
15907,New,Court Rules Some File-Sharing Companies Are Not Liable,"Grokster and StreamCast are not liable for the swapping of copyright content through their file-sharing software, a federal appeals court ruled today.",5,2004-08-20 05:52:38,1,"court rules some file-sharing companies are not liable grokster and streamcast are not liable for the swapping of copyright content through their file-sharing software, a federal appeals court ruled today.",22,54,150,0.3576158940397351,1,2,2
15908,Reuters,Economy worries may slow gas price rise,"WASHINGTON (Reuters) - U.S. consumers will pay more for gasoline in the weeks ahead as fuel demand picks up going into the spring driving season, but a slowing economy may keep pump prices from rising as much as normal, energy experts said on Monday.",5,2007-03-06 00:31:44,5,"economy worries may slow gas price rise washington (reuters) - u.s. consumers will pay more for gasoline in the weeks ahead as fuel demand picks up going into the spring driving season, but a slowing economy may keep pump prices from rising as much as normal, energy experts said on monday.",44,39,250,0.1553784860557769,5,1,2
15928,Independent,Solar dust salvaged from fallen capsule,The United States space agency Nasa has salvaged precious solar dust from the $260-million Genesis capsule that crashed to Earth three weeks ago.,5,0000-00-00 00:00:00,3,solar dust salvaged from fallen capsule the united states space agency nasa has salvaged precious solar dust from the $260-million genesis capsule that crashed to earth three weeks ago.,23,39,145,0.2671232876712329,3,5,2
15935,Sun,New fast food link,"A 15-year study of 3,000 adults between 18 and 30 in the US showed âa strong link with weight gain and insulin resistanceâ that causes the adult form of the disease.",5,2004-12-31 04:53:15,3,"new fast food link a 15-year study of 3,000 adults between 18 and 30 in the us showed âa strong link with weight gain and insulin resistanceâ that causes the adult form of the disease.",31,18,169,0.10588235294117647,3,5,2
15944,Honolulu,Hawai&#39;i exceeds ACT average,Hawai&#39;i high school graduates who took the ACT exam for college placement this year scored slightly lower than students the year before but did better than the national average for the fourth straight year. ,5,0000-00-00 00:00:00,0,hawai&#39;i exceeds act average hawai&#39;i high school graduates who took the act exam for college placement this year scored slightly lower than students the year before but did better than the national average for the fourth straight year. ,34,31,211,0.14622641509433962,0,4,2
15971,FDA,Sanofi-Aventis Menactra Post-Approval Commitments Should Include <b>...</b>,"Sanofi-Aventis should commit to long-term efficacy and safety post-approval studies for its meningococcal conjugate vaccine Menactra, an FDA advisory committee said.",5,0000-00-00 00:00:00,3,"sanofi-aventis menactra post-approval commitments should include <b>...</b> sanofi-aventis should commit to long-term efficacy and safety post-approval studies for its meningococcal conjugate vaccine menactra, an fda advisory committee said.",21,75,165,0.45180722891566266,3,6,2
15990,Reuters,Nissan concept car aims at video generation," FRANKFURT (Reuters) - It looks a bit like a small Batmobile \
but George Jetson might also have enjoyed taking it for a spin \
through the galaxies.",5,2007-09-12 20:09:45,2,"nissan concept car aims at video generation  frankfurt (reuters) - it looks a bit like a small batmobile \
but george jetson might also have enjoyed taking it for a spin \
through the galaxies.",28,43,149,0.2866666666666667,2,1,2
15993,Earthtimes.org,Mooreâs Sicko to target pharma companies,"Michael Moore - the documentary film-maker â-as now set his eyes on American health industry with his new work entitled âSickoâ, after his controversial documentaries âFahrenheit 9/11â and âBowling for Columbineâ created worldwide uproar.",5,0000-00-00 00:00:00,3,"mooreâs sicko to target pharma companies michael moore - the documentary film-maker â-as now set his eyes on american health industry with his new work entitled âsickoâ, after his controversial documentaries âfahrenheit 9/11â and âbowling for columbineâ created worldwide uproar.",34,42,251,0.16666666666666666,3,5,2
15998,Yahoo,"Japan&#39;s eel lovers safe for now from European curbs \
    (Reuters)\
","Reuters - Japanese eel lovers worried about a price\
rise due to looming limits on European exports can relax ahead\
of next month&#39;s &quot;Eel Day&quot;, when many tuck into grilled eel to\
boost their stamina and beat the summer heat.",5,2007-06-12 12:13:29,0,"japan&#39;s eel lovers safe for now from european curbs \
    (reuters)\
 reuters - japanese eel lovers worried about a price\
rise due to looming limits on european exports can relax ahead\
of next month&#39;s &quot;eel day&quot;, when many tuck into grilled eel to\
boost their stamina and beat the summer heat.",40,73,239,0.30416666666666664,0,3,2
16047,BBC,Football: FA Cup replays latest,West Brom play Middlesbrough and Reading host Man Utd in the FA Cup fifth round replays.,5,2007-02-27 21:34:39,5,football: fa cup replays latest west brom play middlesbrough and reading host man utd in the fa cup fifth round replays.,16,31,88,0.34831460674157305,5,0,2
16068,BBC,BBC's DJ held 'over order breach',BBC radio DJ Andy Kershaw is remanded in custody after being charged with breaching a restraining order.,5,2007-09-01 18:38:11,0,bbc's dj held 'over order breach' bbc radio dj andy kershaw is remanded in custody after being charged with breaching a restraining order.,17,33,104,0.3142857142857143,0,5,2
16078,Newsday,"If he really wants to mend relations, start with Europe on the <b>...</b>",President George W. Bush is moving quickly to take advantage of the opening provided by Palestinian leader Yasser Arafat&#39;s death to push for a resumption of Mideast peace talks.,5,2004-11-17 04:46:03,3,"if he really wants to mend relations, start with europe on the <b>...</b> president george w. bush is moving quickly to take advantage of the opening provided by palestinian leader yasser arafat&#39;s death to push for a resumption of mideast peace talks.",29,73,181,0.4010989010989011,3,5,2
16100,BBC,Med diet 'cuts baby asthma risk',Pregnant women who eat a Mediterranean diet may help protect their babies from asthma and other allergies.,5,2008-01-15 10:30:17,5,med diet 'cuts baby asthma risk' pregnant women who eat a mediterranean diet may help protect their babies from asthma and other allergies.,17,32,106,0.29906542056074764,5,6,2
16136,Reuters,"Flood-Hit Philippine Towns Mop Up, Rescuers Arrive"," REAL, Philippines (Reuters) - Weather improved in the  Philippines on Saturday after four heavy storms in two weeks,  helping rescuers reach thousands cut off by landslides and  floods, but supplies were short and fears of disease were  spreading.",5,0000-00-00 00:00:00,0,"flood-hit philippine towns mop up, rescuers arrive  real, philippines (reuters) - weather improved in the  philippines on saturday after four heavy storms in two weeks,  helping rescuers reach thousands cut off by landslides and  floods, but supplies were short and fears of disease were  spreading.",38,50,248,0.20080321285140562,0,5,2
16153,News,Post-holiday sales play a larger role,The wrapping paper isn&#39;t even in the recycling bin. You haven&#39;t snipped the tags from all your new clothes. Ready for another round of shopping?,5,2004-12-25 07:58:49,1,post-holiday sales play a larger role the wrapping paper isn&#39;t even in the recycling bin. you haven&#39;t snipped the tags from all your new clothes. ready for another round of shopping?,25,37,152,0.24183006535947713,1,3,2
16158,Newsday,Ear&#39;s electrical missing link found,A tiny portion of the inner ear has apparently ensured that we&#39;re wired for sound. Researchers have long sought the missing link in the ear&#39;s conversion of sound waves into electrical signals that the brain can recognize as distinct sounds.,5,0000-00-00 00:00:00,6,ear&#39;s electrical missing link found a tiny portion of the inner ear has apparently ensured that we&#39;re wired for sound. researchers have long sought the missing link in the ear&#39;s conversion of sound waves into electrical signals that the brain can recognize as distinct sounds.,40,39,248,0.1566265060240964,6,3,2
16202,Yahoo,Europe Aims to Close Out Comfortable Ryder Victory (Reuters),"Reuters - Unless golf history\
is made, Europe will comfortably retain the Ryder Cup on Sunday\
against a U.S. team which has been in disarray for the first\
two days.",5,0000-00-00 00:00:00,0,"europe aims to close out comfortable ryder victory (reuters) reuters - unless golf history\
is made, europe will comfortably retain the ryder cup on sunday\
against a u.s. team which has been in disarray for the first\
two days.",30,60,167,0.35714285714285715,0,4,2
16239,BBC,Profits at Credit Suisse plunge,"Credit Suisse reports a 72% dive in quarterly profits and says it expects ""difficult conditions"" in the near future.",5,2008-02-12 10:36:00,0,"profits at credit suisse plunge credit suisse reports a 72% dive in quarterly profits and says it expects ""difficult conditions"" in the near future.",19,31,116,0.26495726495726496,0,1,2
16243,Football365.com,Campbell set for Norway trip,Sol Campbell is ready to take his place in the Arsenal defence for Wednesday&#39;s Champions League clash with Rosenborg in Norway.,5,0000-00-00 00:00:00,4,campbell set for norway trip sol campbell is ready to take his place in the arsenal defence for wednesday&#39;s champions league clash with rosenborg in norway.,21,28,131,0.21212121212121213,4,5,2
16265,Bloomberg,"Bombing That Injures Australian Soldiers Not Suicide, Army Says","An attack that injured Australian soldiers near the nation&#39;s embassy in Baghdad yesterday wasn&#39;ta suicide bomber, an army commander said.",5,2004-10-26 02:21:33,0,"bombing that injures australian soldiers not suicide, army says an attack that injured australian soldiers near the nation&#39;s embassy in baghdad yesterday wasn&#39;ta suicide bomber, an army commander said.",20,63,145,0.4315068493150685,0,3,2
16302,BBC,US marine charged with desertion,A US marine who turned up in Lebanon after disappearing from Iraq is charged with desertion.,5,0000-00-00 00:00:00,0,us marine charged with desertion a us marine who turned up in lebanon after disappearing from iraq is charged with desertion.,16,32,92,0.34408602150537637,0,5,2
16319,Ha'aretz,Peres facing attack from Labor MKs over continued talks with Likud,Labor Party Chair Shimon Peres is facing growing opposition from his party over his decision to continue coalition talks with Likud despite the Likud convention&#39;s resolution last week against bringing Labor into the government.,5,0000-00-00 00:00:00,5,peres facing attack from labor mks over continued talks with likud labor party chair shimon peres is facing growing opposition from his party over his decision to continue coalition talks with likud despite the likud convention&#39;s resolution last week against bringing labor into the government.,34,66,231,0.28448275862068967,5,0,2
16323,Reuters,S.Korea Says It Has No Nuclear Weapons Plans,South Korea has no nuclear weapons program or capability and an unsanctioned uranium enrichment experiment four years ago was a by-product of tests ,5,0000-00-00 00:00:00,3,s.korea says it has no nuclear weapons plans south korea has no nuclear weapons program or capability and an unsanctioned uranium enrichment experiment four years ago was a by-product of tests ,23,44,148,0.2953020134228188,3,0,2
16324,Reuters,"Peace, love, exams - U.S. anti-war movement quiet","KENT, Ohio (Reuters) - Jerry M. Lewis has seen anti-war protests at their mightiest and most tragic. As a faculty peace marshal in 1970, he saw Ohio National Guardsmen kill four students at Kent State University during a protest against the Vietnam War.",5,2006-12-15 18:20:30,3,"peace, love, exams - u.s. anti-war movement quiet kent, ohio (reuters) - jerry m. lewis has seen anti-war protests at their mightiest and most tragic. as a faculty peace marshal in 1970, he saw ohio national guardsmen kill four students at kent state university during a protest against the vietnam war.",43,49,253,0.19291338582677164,3,0,2
16332,Reuters,Briton kidnapped in Afghanistan,"A Briton and two other foreigners helping to organise Afghanistan&#39;s presidential election have been kidnapped by a gang of armed men in the capital, prompting a huge ",5,0000-00-00 00:00:00,5,"briton kidnapped in afghanistan a briton and two other foreigners helping to organise afghanistan&#39;s presidential election have been kidnapped by a gang of armed men in the capital, prompting a huge ",27,31,170,0.18128654970760233,5,0,2
16333,BBC,Body clocks 'hinder' space travel,Researchers think our body clock could mean humans find it difficult to adapt to life in space.,5,0000-00-00 00:00:00,0,body clocks 'hinder' space travel researchers think our body clock could mean humans find it difficult to adapt to life in space.,17,33,95,0.34375,0,5,2
16340,BBC,Roth returning for Van Halen tour,Original Van Halen frontman David Lee Roth is to reunite with the rock band for a North American summer tour.,5,2007-02-03 17:07:24,0,roth returning for van halen tour original van halen frontman david lee roth is to reunite with the rock band for a north american summer tour.,20,33,109,0.3,0,3,2
16368,BBC,Patient Columbus set for voyage,"Europe hopes finally to get its space station laboratory, Columbus, into orbit this Thursday.",5,2008-02-06 05:45:08,0,"patient columbus set for voyage europe hopes finally to get its space station laboratory, columbus, into orbit this thursday.",14,31,93,0.32978723404255317,0,5,2
16372,KVIA,VNA Doles Out Last Flu Shots,Residents eligible to receive the flu vaccine lined up Saturday at a distribution center sponsored by the Visiting Nurse Association.,5,0000-00-00 00:00:00,3,vna doles out last flu shots residents eligible to receive the flu vaccine lined up saturday at a distribution center sponsored by the visiting nurse association.,20,28,133,0.208955223880597,3,6,2
16417,Washington, Calling In Pros to Refine Your Google Image ," At the height of the cyber-abuse, Sue Scheff, a consultant to parents of troubled teens, would type her name in a Google search box and brace herself: Up would pop page after page of attack postings. ",5,2007-07-02 06:55:10,1," calling in pros to refine your google image   at the height of the cyber-abuse, sue scheff, a consultant to parents of troubled teens, would type her name in a google search box and brace herself: up would pop page after page of attack postings. ",36,45,201,0.22277227722772278,1,5,2
16469,Washington,"Yushchenko Was Poisoned, Doctors Say","The illness that disfigured the face of opposition presidential candidate Viktor Yushchenko resulted from poisoning by the toxic substance dioxin, which might have been ",5,0000-00-00 00:00:00,5,"yushchenko was poisoned, doctors say the illness that disfigured the face of opposition presidential candidate viktor yushchenko resulted from poisoning by the toxic substance dioxin, which might have been ",24,36,169,0.21176470588235294,5,0,2
16491,BBC,First snows fall in parts of UK,The first snowflakes of the season fall as temperatures drop across England and Wales.,5,0000-00-00 00:00:00,0,first snows fall in parts of uk the first snowflakes of the season fall as temperatures drop across england and wales.,14,31,86,0.3563218390804598,0,5,2
16492,Reuters,Swazi King Unbowed by Rising Calls for Reform," MBABANE, Swaziland (Reuters) - He is reviled by critics at  home and abroad for his authoritarian and often arbitrary rule  but adored by others as a God-given monarch in his small  kingdom.",5,2004-12-01 14:50:13,3,"swazi king unbowed by rising calls for reform  mbabane, swaziland (reuters) - he is reviled by critics at  home and abroad for his authoritarian and often arbitrary rule  but adored by others as a god-given monarch in his small  kingdom.",32,45,191,0.234375,3,5,2
16499,eBCVG,"TruSecure, Betrusted to merge and rename",CNet News.com: Security companies TruSecure and Betrusted are expected to formally announce on Tuesday that they plan to merge and create a newly formed company called Cybertrust.,5,0000-00-00 00:00:00,2,"trusecure, betrusted to merge and rename cnet news.com: security companies trusecure and betrusted are expected to formally announce on tuesday that they plan to merge and create a newly formed company called cybertrust.",27,40,179,0.2222222222222222,2,5,2
16505,New,ADVERTISING: Trying to Figure Out How Much Tease Is Too Much,The outing of Lonelygirl15 has forced her audience to consider: Was Lonelygirl a simple hoax or high-concept art?,5,2006-09-19 08:16:36,1,advertising: trying to figure out how much tease is too much the outing of lonelygirl15 has forced her audience to consider: was lonelygirl a simple hoax or high-concept art?,18,60,113,0.5263157894736842,1,2,2
16507,Tampa,"Gift Basket Buyers Pay More, Get Scarred Fruit",Betty Thomas wasn&#39;t about to let higher citrus prices and a few scars on the fruit ruin her family Christmas. She said her grandchildren expect her to show ,5,2004-12-26 11:06:20,1,"gift basket buyers pay more, get scarred fruit betty thomas wasn&#39;t about to let higher citrus prices and a few scars on the fruit ruin her family christmas. she said her grandchildren expect her to show ",28,46,160,0.2857142857142857,1,3,2
16520,New,Transit Agency Seeks Other Bids on West Side Site,Plans for a stadium were jolted when the M.T.A. said it would use open bidding for the rights to the West Side railyards.,5,0000-00-00 00:00:00,0,transit agency seeks other bids on west side site plans for a stadium were jolted when the m.t.a. said it would use open bidding for the rights to the west side railyards.,23,49,121,0.4016393442622951,0,2,2
16527,ITV.com,Wenger: No problem with Fergie,Arsene Wenger insisted there is no bitterness between himself and Sir Alex Ferguson despite their ongoing war of words as he described their managerial rivalry as &quot;unique&quot;.,5,0000-00-00 00:00:00,3,wenger: no problem with fergie arsene wenger insisted there is no bitterness between himself and sir alex ferguson despite their ongoing war of words as he described their managerial rivalry as &quot;unique&quot;.,27,30,182,0.16393442622950818,3,4,2
16531,Bloomberg,UFJ Says Supreme Court Clears Way for Mitsubishi Tokyo Merger,UFJ Holdings Inc. said Japan&#39;s Supreme Court upheld its right to merge with Mitsubishi Tokyo Financial Group Inc. and create the world&#39;s largest bank by assets.,5,0000-00-00 00:00:00,0,ufj says supreme court clears way for mitsubishi tokyo merger ufj holdings inc. said japan&#39;s supreme court upheld its right to merge with mitsubishi tokyo financial group inc. and create the world&#39;s largest bank by assets.,26,61,168,0.3609467455621302,0,1,2
16546,BBC,DoCoMo and Motorola seal 3G deal,Japanese mobile phone operator DoCoMo and Motorola announce plans to jointly develop third-generation (3G) handsets.,5,2004-08-25 22:11:30,1,docomo and motorola seal 3g deal japanese mobile phone operator docomo and motorola announce plans to jointly develop third-generation (3g) handsets.,15,32,116,0.27350427350427353,1,5,2
16555,Boston,Vatican unearths tomb of St. Paul in Rome,"VATICAN CITY -- A white marble sarcophagus believed to be the final resting place of St. Paul has been unearthed from beneath the altar of Rome's second-largest basilica after centuries hidden from view, but those curious about its contents will have to wait longer.",5,2006-12-12 12:47:16,0,"vatican unearths tomb of st. paul in rome vatican city -- a white marble sarcophagus believed to be the final resting place of st. paul has been unearthed from beneath the altar of rome's second-largest basilica after centuries hidden from view, but those curious about its contents will have to wait longer.",44,41,266,0.15355805243445692,0,4,2
16572,BBC,Golf: Harrington wins Open,Padraig Harrington clinches the Open title after a four-hole play-off with long-time leader Sergio Garcia.,5,2007-07-22 23:45:20,0,golf: harrington wins open padraig harrington clinches the open title after a four-hole play-off with long-time leader sergio garcia.,15,26,106,0.24299065420560748,0,5,2
16585,Reuters,"CORRECTED: Gebrselassie wins in Berlin, misses record", By Kevin Fylan,5,2006-09-24 15:44:07,4,"corrected: gebrselassie wins in berlin, misses record  by kevin fylan",3,53,15,3.3125,4,1,2
16617,Newsday,Martha won&#39;t get prison immediately,"Martha Stewart may be anxious to begin her prison term, but intricacies of the federal prison system may mean that the homemaking maven will just have a little more time to straighten up ",5,2004-09-17 10:32:29,1,"martha won&#39;t get prison immediately martha stewart may be anxious to begin her prison term, but intricacies of the federal prison system may mean that the homemaking maven will just have a little more time to straighten up ",33,39,187,0.2074468085106383,1,3,2
16640,BBC,1997 album tops hip-hop poll,"Eric B & Rakim's Paid in Full tops a poll of influential albums, which also features De La Soul and Notorious BIG.",5,0000-00-00 00:00:00,3,"1997 album tops hip-hop poll eric b & rakim's paid in full tops a poll of influential albums, which also features de la soul and notorious big.",22,28,114,0.24347826086956523,3,5,2
16663,Light,DT Wants All of T-Online,"BONN, Germany -- On Saturday, Deutsche Telekom&#39;s Supervisory Board approved a merger plan by the Board of Management. One day later, T-Online&#39;s Supervisory Board consented to the offer of merger negotiations.",5,2004-10-12 03:15:25,3,"dt wants all of t-online bonn, germany -- on saturday, deutsche telekom&#39;s supervisory board approved a merger plan by the board of management. one day later, t-online&#39;s supervisory board consented to the offer of merger negotiations.",31,24,216,0.11059907834101383,3,1,2
16687,BBC,Rare Potter books to go on sale,"The world's only set of signed Harry Potter books are expected to raise Â£20,000 for charity.",5,2007-09-17 11:01:49,3,"rare potter books to go on sale the world's only set of signed harry potter books are expected to raise â£20,000 for charity.",16,31,93,0.32978723404255317,3,5,2
16756,BBC,Donors seek clarity on PA finances,Donors to the Palestinians are asking  whether the change of leadership can let more light into Palestinian finances.,5,0000-00-00 00:00:00,1,donors seek clarity on pa finances donors to the palestinians are asking  whether the change of leadership can let more light into palestinian finances.,18,34,117,0.288135593220339,1,0,2
16767,Wired,Europe Nuke Deal Offers Iran Reactor Aid --Officials,"European powers will offer this week to support Iranian construction of a light-water nuclear reactor, as part of a deal to persuade the Islamic republic to stop enriching ",5,0000-00-00 00:00:00,3,"europe nuke deal offers iran reactor aid --officials european powers will offer this week to support iranian construction of a light-water nuclear reactor, as part of a deal to persuade the islamic republic to stop enriching ",28,52,172,0.30057803468208094,3,1,2
16774,123Bharath.com,Terrorism forcefully raised in meeting with Musharraf: PM :,"World News &gt; New York, Sept. 25 : Prime Minister Manmohan Singh has clarified that he forcefully raised the issue of cross border terrorism in his meeting with Pakistan President Pervez Musharraf here.",5,0000-00-00 00:00:00,0,"terrorism forcefully raised in meeting with musharraf: pm : world news &gt; new york, sept. 25 : prime minister manmohan singh has clarified that he forcefully raised the issue of cross border terrorism in his meeting with pakistan president pervez musharraf here.",33,59,204,0.28780487804878047,0,5,2
16775,Savannah,Insurance merger results in $126.5 million windfall,"ATLANTA - A massive corporate merger between two health-care giants will result in $126.5 million of new funding and equipment for Georgia&#39;s medical schools and rural hospitals, Insurance Commissioner John Oxendine announced Tuesday.",5,2004-12-01 07:35:47,1,"insurance merger results in $126.5 million windfall atlanta - a massive corporate merger between two health-care giants will result in $126.5 million of new funding and equipment for georgia&#39;s medical schools and rural hospitals, insurance commissioner john oxendine announced tuesday.",33,51,237,0.21428571428571427,1,6,2
16813,BBC,Dinosaur's reputation challenged,"A popular view that the Triassic dinosaur <I>Coelophysis</I> was a cannibal may be misplaced, a study concludes.",5,2006-09-20 17:43:17,5,"dinosaur's reputation challenged a popular view that the triassic dinosaur <i>coelophysis</i> was a cannibal may be misplaced, a study concludes.",17,32,112,0.2831858407079646,5,0,2
